#Model: 0.219183863331 0.601031497123 -0.767542290670 5.212951406400 2.139010599314 -0.141230884070 -0.215809966418 1.561356903983 -6.135311066029 -5.183160581110 -0.788942095130 8.600539650829 -1.813106464693 0.767409693706 1.772226662045 0.065893676221 -1.914458488523 4.132796292330 -0.920527434035 -0.302161452647 4.960668766481 0.985736962842 2.526451295266 -2.047222742839 4.516695663532 0.033624851517 1.000000000000 2.232131446368 0.138994601898 0.107465061797 0.270386705507 -0.203837747032 0.054232302902 -1.085741666407 0.721040181129 0.454059502051 0.070000000000 0.069734024178 0.005316160864 -0.029266369672 0.311235807926 9.505203556705 -0.006990274105 0.368459641153 0.629028303723 0.421511593441 0 369.052935209963
#Type Subtype Z1 Z2 step1 step2 SM1 SM2 smb1 smb2 R1 R2 Val Err_h Err_l Model_Val MV+ MV- Chi2 Chi2+ Chi2-
ssfr a 1.250000 1.500000 79 88 9.750000 10.000000 55 60 0.000000 0.000000 -8.845000e+00 0.280179 0.280179 -8.695542e+00 1.031389e-02 4.014218e-02 2.134936e-01 3.537322e-02 1.118729e-01
ssfr a 1.250000 1.500000 79 88 10.000000 10.250000 60 65 0.000000 0.000000 -8.865000e+00 0.280179 0.280179 -8.743297e+00 1.848242e-02 3.464841e-02 1.317632e-01 5.224228e-02 7.448601e-02
ssfr a 1.250000 1.500000 79 88 10.250000 10.500000 65 70 0.000000 0.000000 -9.045000e+00 0.280179 0.280179 -8.852672e+00 1.749847e-02 2.991579e-02 3.783067e-01 8.072818e-02 1.199456e-01
ssfr a 1.250000 1.500000 79 88 10.500000 10.750000 70 75 0.000000 0.000000 -9.255000e+00 0.280179 0.280179 -9.019603e+00 1.723754e-02 3.617027e-02 5.910320e-01 9.838181e-02 1.818302e-01
ssfr a 1.250000 1.500000 79 88 10.750000 11.000000 75 80 0.000000 0.000000 -9.265000e+00 0.280179 0.280179 -9.222728e+00 2.971556e-02 3.438934e-02 6.319278e-03 2.830059e-02 6.319278e-03
ssfr a 1.250000 1.500000 79 88 11.000000 11.250000 80 85 0.000000 0.000000 -9.475000e+00 0.280179 0.280179 -9.444051e+00 4.399856e-02 3.792849e-02 1.527009e-03 3.777375e-02 1.527009e-03
ssfr a 6.600000 7.000000 24 26 8.750000 9.250000 35 45 0.000000 0.000000 -8.120000e+00 0.300167 0.300167 -8.241723e+00 3.652010e-02 4.745295e-02 1.148449e-01 1.321407e-01 6.765966e-02
ssfr a 4.500000 5.500000 30 36 8.650000 8.900000 33 38 0.000000 0.000000 -8.069920e+00 0.280179 0.280179 -8.482058e+00 1.741251e-02 5.995491e-02 1.958877e+00 6.447863e-01 1.701019e-01
ssfr a 4.500000 5.500000 30 36 8.900000 9.150000 38 43 0.000000 0.000000 -8.156503e+00 0.280179 0.280179 -8.466022e+00 1.751458e-02 4.880052e-02 1.067785e+00 3.903034e-01 1.252846e-01
ssfr a 4.500000 5.500000 30 36 9.150000 9.400000 43 48 0.000000 0.000000 -8.274724e+00 0.280179 0.280179 -8.450221e+00 1.596822e-02 4.578365e-02 3.080191e-01 2.080845e-01 6.001343e-02
ssfr a 4.500000 5.500000 30 36 9.400000 9.650000 48 53 0.000000 0.000000 -8.333779e+00 0.280179 0.280179 -8.434988e+00 1.681079e-02 4.337645e-02 8.400993e-02 1.137142e-01 3.118149e-02
ssfr a 4.500000 5.500000 30 36 9.650000 9.900000 53 58 0.000000 0.000000 -8.462055e+00 0.280179 0.280179 -8.422254e+00 1.649228e-02 4.233447e-02 4.994463e-03 1.239235e-02 4.994463e-03
ssfr a 4.500000 5.500000 30 36 9.900000 10.150000 58 63 0.000000 0.000000 -8.599228e+00 0.280179 0.280179 -8.415870e+00 1.897734e-02 3.999145e-02 3.399465e-01 8.357114e-02 1.460704e-01
csfr a 0.013000 0.100000 165 175 10.000000 10.000000 60 60 0.000000 0.000000 -1.821233e+00 0.130384 0.130384 -1.863916e+00 1.231099e-02 6.325033e-02 3.026753e-02 4.041236e-01 2.393858e-02
ssfr a 3.000000 4.000000 40 49 9.500000 9.750000 50 55 0.000000 0.000000 -8.585000e+00 0.280179 0.280179 -8.545402e+00 2.344015e-02 3.211519e-02 4.893003e-03 1.958507e-02 4.893003e-03
ssfr a 3.000000 4.000000 40 49 9.750000 10.000000 55 60 0.000000 0.000000 -8.265000e+00 0.280179 0.280179 -8.528043e+00 2.958092e-02 2.053056e-02 7.524857e-01 1.324986e-01 1.720238e-01
ssfr a 3.000000 4.000000 40 49 10.000000 10.250000 60 65 0.000000 0.000000 -8.385000e+00 0.280179 0.280179 -8.522500e+00 3.736945e-02 9.908880e-03 1.758767e-01 3.091438e-02 9.408111e-02
ssfr a 3.000000 4.000000 40 49 10.250000 10.500000 65 70 0.000000 0.000000 -8.475000e+00 0.280179 0.280179 -8.537238e+00 4.638625e-02 1.801224e-03 2.272705e-02 3.011455e-03 2.272705e-02
ssfr a 3.000000 4.000000 40 49 10.500000 10.750000 70 75 0.000000 0.000000 -8.515000e+00 0.280179 0.280179 -8.580647e+00 5.524350e-02 -7.415283e-04 2.654335e-02 -7.812292e-04 2.654335e-02
ssfr a 3.000000 4.000000 40 49 10.750000 11.000000 75 80 0.000000 0.000000 -8.635000e+00 0.280179 0.280179 -8.653023e+00 6.076396e-02 -3.028752e-03 0.000000e+00 7.705475e-03 0.000000e+00
ssfr a 3.000000 4.000000 40 49 11.000000 11.250000 80 85 0.000000 0.000000 -8.855000e+00 0.280179 0.280179 -8.744871e+00 6.419905e-02 -5.168064e-03 1.034796e-01 1.999216e-01 -1.220750e-02
ssfr a 3.000000 4.000000 40 49 11.250000 11.500000 85 90 0.000000 0.000000 -8.905000e+00 0.280179 0.280179 -8.843485e+00 6.793649e-02 -2.121978e-04 2.195535e-02 1.306514e-01 -2.250167e-04
qf_uvj a 0.500000 1.000000 99 132 11.600000 11.700000 92 94 0.000000 0.000000 1.000000e+00 0.050990 0.588085 8.958568e-01 1.517117e-02 2.563598e-02 2.614515e-01 8.650485e-02 5.503311e-02
qf_uvj a 0.500000 1.000000 99 132 11.500000 11.600000 90 92 0.000000 0.000000 1.000000e+00 0.050990 0.407123 8.639486e-01 1.800844e-02 2.834011e-02 4.117935e-01 9.474587e-02 6.649450e-02
qf_uvj a 0.500000 1.000000 99 132 11.400000 11.500000 88 90 0.000000 0.000000 9.600000e-01 0.050990 0.292171 8.234810e-01 1.994373e-02 2.762152e-02 4.769412e-01 1.100699e-01 8.723387e-02
qf_uvj a 0.500000 1.000000 99 132 11.300000 11.400000 86 88 0.000000 0.000000 8.920000e-01 0.108462 0.253198 7.755364e-01 2.169866e-02 2.576687e-02 2.564843e-01 1.141091e-01 8.733878e-02
qf_uvj a 0.500000 1.000000 99 132 11.200000 11.300000 84 86 0.000000 0.000000 8.540000e-01 0.146342 0.182275 7.229883e-01 2.183084e-02 2.331103e-02 4.047946e-01 1.709093e-01 1.362566e-01
qf_uvj a 0.500000 1.000000 99 132 11.100000 11.200000 82 84 0.000000 0.000000 7.770000e-01 0.148337 0.147340 6.694420e-01 2.142837e-02 1.650594e-02 3.521792e-01 1.456730e-01 1.514832e-01
qf_uvj a 0.500000 1.000000 99 132 11.050000 11.150000 81 83 0.000000 0.000000 7.510000e-01 0.122409 0.123406 6.429628e-01 2.111764e-02 1.446959e-02 5.101182e-01 1.808059e-01 2.149647e-01
qf_uvj a 0.500000 1.000000 99 132 10.950000 11.050000 79 81 0.000000 0.000000 6.340000e-01 0.102489 0.097514 5.911759e-01 1.902277e-02 1.199907e-02 5.275455e-02 7.078950e-02 5.130505e-02
qf_uvj a 0.500000 1.000000 99 132 10.850000 10.950000 77 79 0.000000 0.000000 6.010000e-01 0.083600 0.082608 5.417695e-01 1.726782e-02 1.131013e-02 2.241242e-01 1.484653e-01 1.540543e-01
qf_uvj a 0.500000 1.000000 99 132 10.750000 10.850000 75 77 0.000000 0.000000 5.560000e-01 0.073682 0.076655 4.955095e-01 1.665666e-02 1.064771e-02 2.842934e-01 1.666751e-01 1.849305e-01
qf_uvj a 0.500000 1.000000 99 132 10.650000 10.750000 73 75 0.000000 0.000000 4.840000e-01 0.063789 0.064777 4.520418e-01 1.404374e-02 1.065563e-02 3.451092e-02 8.859206e-02 3.451092e-02
qf_uvj a 0.500000 1.000000 99 132 10.550000 10.650000 71 73 0.000000 0.000000 4.510000e-01 0.053935 0.054918 4.105134e-01 1.224256e-02 1.084901e-02 1.407470e-01 1.873627e-01 1.178627e-01
qf_uvj a 0.500000 1.000000 99 132 10.450000 10.550000 69 71 0.000000 0.000000 4.130000e-01 0.050990 0.050990 3.707962e-01 1.099524e-02 1.048414e-02 1.896188e-01 2.213434e-01 1.412988e-01
qf_uvj a 0.500000 1.000000 99 132 10.350000 10.450000 67 69 0.000000 0.000000 3.610000e-01 0.050990 0.050990 3.332547e-01 1.032967e-02 9.840582e-03 2.307306e-02 9.587460e-02 2.307306e-02
qf_uvj a 0.500000 1.000000 99 132 10.250000 10.350000 65 67 0.000000 0.000000 3.070000e-01 0.050990 0.050990 2.982437e-01 1.086814e-02 9.315328e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 10.150000 10.250000 63 65 0.000000 0.000000 2.960000e-01 0.050990 0.050990 2.661410e-01 1.107327e-02 9.733759e-03 3.738444e-02 1.102600e-01 3.738444e-02
qf_uvj a 0.500000 1.000000 99 132 10.050000 10.150000 61 63 0.000000 0.000000 2.410000e-01 0.050990 0.050990 2.368145e-01 1.214928e-02 1.003748e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 9.950000 10.050000 59 61 0.000000 0.000000 2.020000e-01 0.050990 0.050990 2.101171e-01 1.272654e-02 1.039644e-02 0.000000e+00 1.066055e-03 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 9.850000 9.950000 57 59 0.000000 0.000000 1.740000e-01 0.050990 0.050990 1.863255e-01 1.367410e-02 9.991515e-03 0.000000e+00 1.384432e-02 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 9.750000 9.850000 55 57 0.000000 0.000000 1.150000e-01 0.050990 0.050990 1.654101e-01 1.419206e-02 9.991184e-03 3.556834e-01 4.094538e-01 1.953242e-01
qf_uvj a 0.500000 1.000000 99 132 9.650000 9.750000 53 55 0.000000 0.000000 1.030000e-01 0.050990 0.050990 1.472829e-01 1.519116e-02 1.031505e-02 2.267924e-01 3.725164e-01 1.517534e-01
qf_uvj a 0.500000 1.000000 99 132 9.550000 9.650000 51 53 0.000000 0.000000 8.800000e-02 0.050990 0.050990 1.316492e-01 1.585011e-02 1.053834e-02 2.151098e-01 3.849659e-01 1.489963e-01
qf_uvj a 0.500000 1.000000 99 132 9.450000 9.550000 49 51 0.000000 0.000000 6.700000e-02 0.050990 0.050990 1.179892e-01 1.639930e-02 9.855270e-03 3.693586e-01 4.943618e-01 1.975723e-01
qf_uvj a 0.500000 1.000000 99 132 9.350000 9.450000 47 49 0.000000 0.000000 7.600000e-02 0.050990 0.050990 1.058064e-01 1.645475e-02 8.707451e-03 3.698673e-02 2.282625e-01 3.652223e-02
qf_uvj a 0.500000 1.000000 99 132 9.250000 9.350000 45 47 0.000000 0.000000 6.900000e-02 0.050990 0.050990 9.472673e-02 1.650058e-02 8.538112e-03 1.261364e-02 1.774068e-01 1.261364e-02
qf_uvj a 0.500000 1.000000 99 132 9.150000 9.250000 43 45 0.000000 0.000000 6.600000e-02 0.050990 0.050990 8.469377e-02 1.695000e-02 8.201275e-03 0.000000e+00 9.412598e-02 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 9.050000 9.150000 41 43 0.000000 0.000000 6.800000e-02 0.050990 0.050990 7.560329e-02 1.668210e-02 7.941663e-03 0.000000e+00 7.063318e-03 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 8.950000 9.050000 39 41 0.000000 0.000000 5.600000e-02 0.050990 0.050990 6.712130e-02 1.687099e-02 7.819694e-03 0.000000e+00 2.456797e-02 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 8.900000 9.000000 38 40 0.000000 0.000000 6.500000e-02 0.050990 0.050990 6.299117e-02 1.656469e-02 7.643551e-03 0.000000e+00 0.000000e+00 0.000000e+00
uvsm a 5.500000 6.500000 6 6 -19.000000 -18.500000 10 10 0.000000 0.000000 8.436710e+00 0.300167 0.300167 8.274586e+00 6.602288e-02 5.940436e-02 2.241870e-01 2.265755e-01 1.599097e-01
uvsm a 5.500000 6.500000 6 6 -19.500000 -19.000000 9 9 0.000000 0.000000 8.625762e+00 0.300167 0.300167 8.505692e+00 6.062508e-02 6.411456e-02 1.111418e-01 1.880408e-01 9.387373e-02
uvsm a 5.500000 6.500000 6 6 -20.000000 -19.500000 8 8 0.000000 0.000000 8.918097e+00 0.300167 0.300167 8.751888e+00 4.644868e-02 6.745815e-02 2.372591e-01 2.694403e-01 1.268029e-01
uvsm a 5.500000 6.500000 6 6 -20.500000 -20.000000 7 7 0.000000 0.000000 9.216097e+00 0.300167 0.300167 9.014503e+00 3.601648e-02 7.369326e-02 3.659949e-01 3.573264e-01 1.307827e-01
uvsm a 5.500000 6.500000 6 6 -21.000000 -20.500000 6 6 0.000000 0.000000 9.458556e+00 0.300167 0.300167 9.307835e+00 3.050803e-02 9.117317e-02 1.896574e-01 3.568163e-01 7.819507e-02
uvsm a 5.500000 6.500000 6 6 -21.500000 -21.000000 5 5 0.000000 0.000000 9.771406e+00 0.300167 0.300167 9.632298e+00 2.540973e-02 1.093187e-01 1.574555e-01 4.216656e-01 6.001503e-02
ssfr a 0.005000 0.200000 155 176 8.000000 8.200000 20 24 0.000000 0.000000 -9.309073e+00 0.280179 0.280179 -9.547789e+00 6.581271e-02 3.390778e-02 6.093864e-01 2.035937e-01 3.115582e-01
ssfr a 0.005000 0.200000 155 176 8.200000 8.400000 24 28 0.000000 0.000000 -9.329839e+00 0.280179 0.280179 -9.563198e+00 6.312532e-02 2.959593e-02 5.799019e-01 1.720391e-01 2.923818e-01
ssfr a 0.005000 0.200000 155 176 8.400000 8.600000 28 32 0.000000 0.000000 -9.324094e+00 0.280179 0.280179 -9.580282e+00 5.874176e-02 2.775249e-02 7.106358e-01 1.768131e-01 3.095241e-01
ssfr a 0.005000 0.200000 155 176 8.600000 8.800000 32 36 0.000000 0.000000 -9.359933e+00 0.280179 0.280179 -9.601290e+00 5.625326e-02 2.829595e-02 6.241916e-01 1.697795e-01 2.769390e-01
ssfr a 0.005000 0.200000 155 176 8.800000 9.000000 36 40 0.000000 0.000000 -9.425564e+00 0.280179 0.280179 -9.626567e+00 5.227981e-02 3.154530e-02 4.173554e-01 1.581497e-01 2.062741e-01
ssfr a 0.005000 0.200000 155 176 9.000000 9.200000 40 44 0.000000 0.000000 -9.498693e+00 0.280179 0.280179 -9.658375e+00 4.559435e-02 3.330553e-02 2.485466e-01 1.326572e-01 1.357774e-01
ssfr a 0.005000 0.200000 155 176 9.200000 9.400000 44 48 0.000000 0.000000 -9.621397e+00 0.280179 0.280179 -9.699199e+00 3.751435e-02 3.503775e-02 4.256161e-02 6.723767e-02 3.730876e-02
ssfr a 0.005000 0.200000 155 176 9.400000 9.600000 48 52 0.000000 0.000000 -9.692172e+00 0.280179 0.280179 -9.751223e+00 2.909227e-02 3.764420e-02 1.942629e-02 5.550518e-02 1.810543e-02
ssfr a 0.005000 0.200000 155 176 9.600000 9.800000 52 56 0.000000 0.000000 -9.761785e+00 0.280179 0.280179 -9.816019e+00 2.222372e-02 4.259615e-02 1.492986e-02 6.026673e-02 1.309220e-02
ssfr a 0.005000 0.200000 155 176 9.800000 10.000000 56 60 0.000000 0.000000 -9.872775e+00 0.280179 0.280179 -9.893019e+00 1.615570e-02 4.496369e-02 7.591264e-07 2.603421e-02 7.591264e-07
ssfr a 0.005000 0.200000 155 176 10.000000 10.200000 60 64 0.000000 0.000000 -9.962745e+00 0.280179 0.280179 -9.980677e+00 1.247909e-02 5.838915e-02 0.000000e+00 4.040851e-02 0.000000e+00
ssfr a 0.005000 0.200000 155 176 10.200000 10.400000 64 68 0.000000 0.000000 -1.010933e+01 0.280179 0.280179 -1.008368e+01 1.150943e-02 6.066622e-02 4.066365e-04 1.260010e-02 4.066365e-04
ssfr a 0.005000 0.200000 155 176 10.400000 10.600000 68 72 0.000000 0.000000 -1.023075e+01 0.280179 0.280179 -1.019378e+01 1.081287e-02 7.188421e-02 3.668611e-03 1.631161e-02 3.668611e-03
ssfr a 0.005000 0.200000 155 176 10.600000 10.800000 72 76 0.000000 0.000000 -1.033800e+01 0.280179 0.280179 -1.032004e+01 2.394657e-02 9.510470e-02 0.000000e+00 5.306410e-02 0.000000e+00
ssfr a 0.005000 0.200000 155 176 10.800000 11.000000 76 80 0.000000 0.000000 -1.042179e+01 0.280179 0.280179 -1.046944e+01 5.456607e-02 1.320474e-01 9.732377e-03 3.151107e-01 9.732377e-03
ssfr a 0.005000 0.200000 155 176 11.000000 11.200000 80 84 0.000000 0.000000 -1.058681e+01 0.280179 0.280179 -1.065240e+01 9.369711e-02 1.694736e-01 2.648339e-02 5.627485e-01 2.446200e-02
ssfr a 0.005000 0.200000 155 176 11.200000 11.400000 84 88 0.000000 0.000000 -1.077974e+01 0.280179 0.280179 -1.088238e+01 1.278522e-01 1.923569e-01 8.698989e-02 8.763359e-01 7.897482e-02
ssfr a 0.005000 0.200000 155 176 11.400000 11.600000 88 92 0.000000 0.000000 -1.085257e+01 0.280179 0.280179 -1.114618e+01 1.352855e-01 1.669088e-01 9.536744e-01 1.518408e+00 7.099269e-01
ssfr a 0.005000 0.200000 155 176 11.600000 11.800000 92 96 0.000000 0.000000 -1.109481e+01 0.280179 0.280179 -1.141596e+01 1.069180e-01 8.152182e-02 1.155296e+00 7.101433e-01 6.747141e-01
ssfr a 0.005000 0.200000 155 176 11.800000 12.000000 96 100 0.000000 0.000000 -1.124179e+01 0.280179 0.280179 -1.152903e+01 5.931466e-02 4.462939e-02 9.097963e-01 3.292433e-01 3.590403e-01
uvlf a 3.500000 4.500000 36 44 -22.750000 -22.250000 25 35 0.000000 0.000000 -5.031000e+00 0.239209 0.253198 -4.961525e+00 2.947927e-01 1.131791e-01 4.091381e-02 2.101211e+00 1.015683e-02
uvlf a 3.500000 4.500000 36 44 -22.250000 -21.750000 35 45 0.000000 0.000000 -4.559000e+00 0.194258 0.198252 -4.203260e+00 1.001332e-01 7.852681e-02 2.987103e+00 2.047490e+00 1.233907e+00
uvlf a 3.500000 4.500000 36 44 -21.750000 -21.250000 45 55 0.000000 0.000000 -3.924000e+00 0.172290 0.172290 -3.782484e+00 3.224243e-02 8.675424e-02 4.974469e-01 2.990007e-01 4.550908e-01
uvlf a 3.500000 4.500000 36 44 -21.250000 -20.750000 55 65 0.000000 0.000000 -3.527000e+00 0.167299 0.167299 -3.480767e+00 1.858919e-02 8.891983e-02 2.458726e-02 7.831850e-02 2.458726e-02
uvlf a 3.500000 4.500000 36 44 -20.750000 -20.250000 65 75 0.000000 0.000000 -3.188000e+00 0.166301 0.166301 -3.239241e+00 7.266388e-03 7.960855e-02 3.529090e-02 4.090120e-01 1.450749e-02
uvlf a 3.500000 4.500000 36 44 -20.250000 -19.750000 75 85 0.000000 0.000000 -2.900000e+00 0.165303 0.165303 -3.038075e+00 6.593007e-03 7.254193e-02 5.102214e-01 8.195120e-01 5.538796e-02
uvlf a 3.500000 4.500000 36 44 -19.750000 -19.250000 85 95 0.000000 0.000000 -2.780000e+00 0.165303 0.165303 -2.858594e+00 1.095760e-02 6.877649e-02 1.256436e-01 4.680670e-01 4.259914e-02
uvlf a 3.500000 4.500000 36 44 -19.250000 -18.750000 95 105 0.000000 0.000000 -2.578000e+00 0.165303 0.165303 -2.697266e+00 1.998935e-02 6.374415e-02 3.606144e-01 6.118428e-01 1.306116e-01
uvlf a 3.500000 4.500000 36 44 -18.750000 -18.250000 105 115 0.000000 0.000000 -2.441000e+00 0.180278 0.183273 -2.543845e+00 2.935349e-02 6.290533e-02 2.061876e-01 4.283926e-01 1.199990e-01
uvlf a 3.500000 4.500000 36 44 -18.250000 -17.750000 115 125 0.000000 0.000000 -2.234000e+00 0.175285 0.177282 -2.396170e+00 4.273399e-02 6.222503e-02 6.445598e-01 6.847072e-01 3.283874e-01
uvlf a 3.500000 4.500000 36 44 -17.750000 -17.250000 125 135 0.000000 0.000000 -2.188000e+00 0.176284 0.178281 -2.251976e+00 5.164641e-02 6.309975e-02 6.136486e-02 3.009877e-01 6.084102e-02
uvsm a 6.500000 7.500000 7 7 -21.000000 -20.500000 6 6 0.000000 0.000000 9.332953e+00 0.300167 0.300167 9.202934e+00 5.517769e-02 1.129551e-01 1.343415e-01 4.174611e-01 9.540031e-02
uvsm a 6.500000 7.500000 7 7 -21.500000 -21.000000 5 5 0.000000 0.000000 9.668467e+00 0.300167 0.300167 9.535225e+00 5.845451e-02 1.544533e-01 1.423272e-01 6.530179e-01 1.085064e-01
ssfr a 1.500000 2.500000 56 79 9.000000 9.500000 40 50 0.000000 0.000000 -8.479146e+00 0.280179 0.280179 -8.632195e+00 2.810538e-02 4.284534e-02 2.255018e-01 1.686208e-01 8.520817e-02
ssfr a 1.500000 2.500000 56 79 9.500000 10.000000 50 60 0.000000 0.000000 -8.364817e+00 0.280179 0.280179 -8.561735e+00 2.872355e-02 3.779910e-02 3.987238e-01 1.885786e-01 1.189600e-01
ssfr a 1.500000 2.500000 56 79 10.000000 10.500000 60 70 0.000000 0.000000 -8.364817e+00 0.280179 0.280179 -8.580865e+00 2.951075e-02 2.805239e-02 4.896154e-01 1.501422e-01 1.363078e-01
ssfr a 1.500000 2.500000 56 79 10.500000 11.000000 70 80 0.000000 0.000000 -8.738293e+00 0.280179 0.280179 -8.783178e+00 2.553346e-02 2.815900e-02 7.888814e-03 2.795430e-02 7.886760e-03
ssfr a 1.000000 1.500000 79 99 8.500000 9.000000 30 40 0.000000 0.000000 -8.608720e+00 0.280179 0.280179 -8.892948e+00 1.455415e-02 4.228162e-02 8.893850e-01 3.074109e-01 9.527924e-02
ssfr a 1.000000 1.500000 79 99 9.000000 9.500000 40 50 0.000000 0.000000 -8.700183e+00 0.280179 0.280179 -8.808434e+00 8.729890e-03 4.466260e-02 9.921282e-02 1.258314e-01 1.865769e-02
ssfr a 1.000000 1.500000 79 99 9.500000 10.000000 50 60 0.000000 0.000000 -8.738293e+00 0.280179 0.280179 -8.754971e+00 7.687368e-03 4.013320e-02 0.000000e+00 1.726182e-02 0.000000e+00
ssfr a 1.000000 1.500000 79 99 10.000000 10.500000 60 70 0.000000 0.000000 -8.822134e+00 0.280179 0.280179 -8.872035e+00 1.680351e-02 2.754585e-02 1.138894e-02 3.065014e-02 9.054410e-03
ssfr a 1.000000 1.500000 79 99 10.500000 11.000000 70 80 0.000000 0.000000 -9.248963e+00 0.280179 0.280179 -9.188144e+00 2.444089e-02 2.935481e-02 2.122529e-02 3.302750e-02 1.954799e-02
smf a 0.010000 0.200000 155 175 9.000000 9.100000 40 42 0.000000 0.000000 -1.850587e+00 0.018514 0.019487 -1.883827e+00 1.258159e-02 1.145417e-02 4.692485e-01 1.136502e+00 4.680512e-01
smf a 0.010000 0.200000 155 175 9.100000 9.200000 42 44 0.000000 0.000000 -1.906930e+00 0.016701 0.017425 -1.927980e+00 1.115597e-02 9.232796e-03 3.775749e-03 3.505695e-01 3.775749e-03
smf a 0.010000 0.200000 155 175 9.200000 9.300000 44 46 0.000000 0.000000 -1.955821e+00 0.015767 0.016892 -1.972001e+00 1.112714e-02 7.547150e-03 0.000000e+00 5.138979e-02 0.000000e+00
smf a 0.010000 0.200000 155 175 9.300000 9.400000 46 48 0.000000 0.000000 -2.008213e+00 0.016155 0.017451 -2.013234e+00 1.198011e-02 6.233847e-03 0.000000e+00 0.000000e+00 0.000000e+00
smf a 0.010000 0.200000 155 175 9.400000 9.500000 48 50 0.000000 0.000000 -2.054198e+00 0.015258 0.016469 -2.050807e+00 1.243186e-02 6.716676e-03 0.000000e+00 0.000000e+00 0.000000e+00
smf a 0.010000 0.200000 155 175 9.500000 9.600000 50 52 0.000000 0.000000 -2.108008e+00 0.014777 0.016421 -2.085232e+00 1.133500e-02 9.806430e-03 3.245280e-02 8.751477e-01 3.245280e-02
smf a 0.010000 0.200000 155 175 9.600000 9.700000 52 54 0.000000 0.000000 -2.138540e+00 0.014314 0.016543 -2.117507e+00 1.114708e-02 1.181510e-02 4.576588e-03 7.042192e-01 4.576588e-03
smf a 0.010000 0.200000 155 175 9.700000 9.800000 54 56 0.000000 0.000000 -2.149860e+00 0.014627 0.017147 -2.149682e+00 1.183321e-02 1.326746e-02 0.000000e+00 0.000000e+00 0.000000e+00
smf a 0.010000 0.200000 155 175 9.800000 9.900000 56 58 0.000000 0.000000 -2.181114e+00 0.013931 0.016775 -2.179634e+00 1.179870e-02 1.244857e-02 0.000000e+00 0.000000e+00 0.000000e+00
smf a 0.010000 0.200000 155 175 9.900000 10.000000 58 60 0.000000 0.000000 -2.201144e+00 0.014362 0.017531 -2.204659e+00 1.089461e-02 8.450579e-03 0.000000e+00 0.000000e+00 0.000000e+00
smf a 0.010000 0.200000 155 175 10.000000 10.100000 60 62 0.000000 0.000000 -2.212191e+00 0.014149 0.017543 -2.226540e+00 1.014468e-02 6.919321e-03 0.000000e+00 6.446104e-03 0.000000e+00
smf a 0.010000 0.200000 155 175 10.100000 10.200000 62 64 0.000000 0.000000 -2.237923e+00 0.014955 0.017884 -2.249608e+00 9.470390e-03 6.454703e-03 0.000000e+00 0.000000e+00 0.000000e+00
smf a 0.010000 0.200000 155 175 10.200000 10.300000 64 66 0.000000 0.000000 -2.240459e+00 0.015469 0.018048 -2.273795e+00 9.717084e-03 6.744104e-03 5.685878e-01 6.692218e-01 5.229431e-01
smf a 0.010000 0.200000 155 175 10.300000 10.400000 66 68 0.000000 0.000000 -2.271731e+00 0.015395 0.017384 -2.298918e+00 9.607459e-03 6.689610e-03 1.837527e-01 4.692882e-01 1.837527e-01
smf a 0.010000 0.200000 155 175 10.400000 10.500000 68 70 0.000000 0.000000 -2.308228e+00 0.013843 0.017230 -2.329161e+00 1.153009e-02 6.389784e-03 3.644871e-03 2.019495e-01 3.644871e-03
smf a 0.010000 0.200000 155 175 10.500000 10.600000 70 72 0.000000 0.000000 -2.358716e+00 0.013645 0.017398 -2.365759e+00 1.386721e-02 8.748952e-03 0.000000e+00 0.000000e+00 0.000000e+00
smf a 0.010000 0.200000 155 175 10.600000 10.700000 72 74 0.000000 0.000000 -2.408779e+00 0.015624 0.019150 -2.413764e+00 1.532385e-02 1.075205e-02 0.000000e+00 0.000000e+00 0.000000e+00
smf a 0.010000 0.200000 155 175 10.700000 10.800000 74 76 0.000000 0.000000 -2.489593e+00 0.020885 0.024518 -2.479372e+00 1.692867e-02 1.146511e-02 0.000000e+00 1.057541e-01 0.000000e+00
smf a 0.010000 0.200000 155 175 10.800000 10.900000 76 78 0.000000 0.000000 -2.581187e+00 0.029839 0.032840 -2.569635e+00 2.026349e-02 1.181673e-02 0.000000e+00 1.481066e-01 0.000000e+00
smf a 0.010000 0.200000 155 175 10.900000 11.000000 78 80 0.000000 0.000000 -2.685400e+00 0.031973 0.038127 -2.686543e+00 2.296686e-02 1.436964e-02 0.000000e+00 2.771390e-02 0.000000e+00
smf a 0.010000 0.200000 155 175 11.000000 11.100000 80 82 0.000000 0.000000 -2.799653e+00 0.030946 0.046456 -2.831941e+00 2.420891e-02 1.612531e-02 9.623599e-02 3.436289e-01 9.623599e-02
smf a 0.010000 0.200000 155 175 11.100000 11.200000 82 84 0.000000 0.000000 -2.964137e+00 0.032633 0.050663 -3.005486e+00 2.715857e-02 1.962561e-02 2.320585e-01 4.797511e-01 2.320585e-01
