#Model: 0.219183863331 0.601031497123 -0.767542290670 5.212951406400 2.139010599314 -0.141230884070 -0.215809966418 1.561356903983 -6.135311066029 -5.183160581110 -0.788942095130 8.600539650829 -1.813106464693 0.767409693706 1.772226662045 0.065893676221 -1.914458488523 4.132796292330 -0.920527434035 -0.302161452647 4.960668766481 0.985736962842 2.526451295266 -2.047222742839 4.516695663532 0.033624851517 1.000000000000 2.232131446368 0.138994601898 0.107465061797 0.270386705507 -0.203837747032 0.054232302902 -1.085741666407 0.721040181129 0.454059502051 0.070000000000 0.069734024178 0.005316160864 -0.029266369672 0.311235807926 9.505203556705 -0.006990274105 0.368459641153 0.629028303723 0.421511593441 0 369.052935209963
#Type Subtype Z1 Z2 step1 step2 SM1 SM2 smb1 smb2 R1 R2 Val Err_h Err_l Model_Val MV+ MV- Chi2 Chi2+ Chi2-
ssfr a 0.500000 1.000000 99 132 8.500000 9.000000 30 40 0.000000 0.000000 -8.867866e+00 0.280179 0.280179 -9.106047e+00 1.114127e-02 2.885947e-02 6.064089e-01 1.710327e-01 6.035042e-02
ssfr a 0.500000 1.000000 99 132 9.000000 9.500000 40 50 0.000000 0.000000 -9.005061e+00 0.280179 0.280179 -9.054293e+00 7.224201e-03 3.068549e-02 1.088552e-02 3.484840e-02 4.715509e-03
ssfr a 0.500000 1.000000 99 132 9.500000 10.000000 50 60 0.000000 0.000000 -9.157500e+00 0.280179 0.280179 -9.082325e+00 2.179749e-02 2.429043e-02 3.878108e-02 3.669422e-02 2.662980e-02
ssfr a 0.500000 1.000000 99 132 10.000000 10.500000 60 70 0.000000 0.000000 -9.218476e+00 0.280179 0.280179 -9.285642e+00 2.859756e-02 1.615915e-02 2.834001e-02 2.274475e-02 2.394752e-02
ssfr a 0.500000 1.000000 99 132 10.500000 11.000000 70 80 0.000000 0.000000 -9.637683e+00 0.280179 0.280179 -9.658724e+00 4.490671e-02 1.457028e-02 1.380528e-05 6.413633e-03 1.380528e-05
uvsm a 7.500000 8.500000 8 8 -21.000000 -20.500000 6 6 0.000000 0.000000 9.310965e+00 0.300167 0.300167 9.103172e+00 8.321573e-02 1.554022e-01 3.914098e-01 9.158332e-01 2.700302e-01
qf a 0.400000 0.500000 132 139 9.800000 9.900000 56 58 0.000000 0.000000 2.057102e-01 0.077643 0.058386 2.365877e-01 1.074878e-02 1.006624e-02 2.544514e-02 7.079125e-02 2.529748e-02
qf a 0.400000 0.500000 132 139 9.900000 10.000000 58 60 0.000000 0.000000 2.188574e-01 0.053616 0.050990 2.578752e-01 1.008420e-02 1.116613e-02 1.299923e-01 1.715055e-01 1.075973e-01
qf a 0.400000 0.500000 132 139 10.000000 10.100000 60 62 0.000000 0.000000 2.809341e-01 0.053477 0.055868 2.842044e-01 8.823242e-03 1.145499e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.400000 0.500000 132 139 10.100000 10.200000 62 64 0.000000 0.000000 3.052381e-01 0.050990 0.050990 3.157545e-01 7.160310e-03 1.189886e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.400000 0.500000 132 139 10.200000 10.300000 64 66 0.000000 0.000000 3.699741e-01 0.050990 0.050990 3.509291e-01 5.603917e-03 1.219880e-02 0.000000e+00 4.862436e-02 0.000000e+00
qf a 0.400000 0.500000 132 139 10.300000 10.400000 66 68 0.000000 0.000000 4.007892e-01 0.052995 0.050990 3.900321e-01 6.372592e-03 1.241531e-02 0.000000e+00 3.734575e-03 0.000000e+00
qf a 0.400000 0.500000 132 139 10.400000 10.500000 68 70 0.000000 0.000000 4.107906e-01 0.050990 0.050990 4.322226e-01 6.749379e-03 1.300246e-02 7.886652e-04 2.495534e-02 7.886652e-04
qf a 0.400000 0.500000 132 139 10.500000 10.600000 70 72 0.000000 0.000000 4.294371e-01 0.050990 0.050990 4.764722e-01 8.636765e-03 1.296420e-02 2.811155e-01 2.083025e-01 2.049647e-01
qf a 0.400000 0.500000 132 139 10.600000 10.700000 72 74 0.000000 0.000000 4.498803e-01 0.052346 0.050990 5.230711e-01 1.058087e-02 1.171765e-02 1.032529e+00 4.516454e-01 4.013773e-01
qf a 0.400000 0.500000 132 139 10.700000 10.800000 74 76 0.000000 0.000000 4.770729e-01 0.060393 0.067049 5.714580e-01 1.140610e-02 1.091759e-02 1.517045e+00 5.009126e-01 4.126372e-01
qf a 0.400000 0.500000 132 139 10.800000 10.900000 76 78 0.000000 0.000000 5.412446e-01 0.057597 0.059332 6.203851e-01 1.363796e-02 1.060739e-02 1.054305e+00 5.423155e-01 3.475851e-01
qf a 0.400000 0.500000 132 139 10.900000 11.000000 78 80 0.000000 0.000000 5.849652e-01 0.066916 0.064206 6.718870e-01 1.679954e-02 9.298334e-03 1.000185e+00 5.651872e-01 2.543557e-01
uvsm a 4.500000 5.500000 5 5 -19.000000 -18.500000 10 10 0.000000 0.000000 8.408791e+00 0.300167 0.300167 8.430853e+00 7.521437e-02 5.624773e-02 4.718633e-05 8.236836e-02 4.718633e-05
uvsm a 4.500000 5.500000 5 5 -19.500000 -19.000000 9 9 0.000000 0.000000 8.720053e+00 0.300167 0.300167 8.657138e+00 7.186887e-02 5.668166e-02 2.044032e-02 8.965333e-02 2.044032e-02
uvsm a 4.500000 5.500000 5 5 -20.000000 -19.500000 8 8 0.000000 0.000000 8.986779e+00 0.300167 0.300167 8.898352e+00 6.161975e-02 5.702209e-02 5.196839e-02 1.227004e-01 5.050431e-02
uvsm a 4.500000 5.500000 5 5 -20.500000 -20.000000 7 7 0.000000 0.000000 9.308971e+00 0.300167 0.300167 9.159933e+00 5.068872e-02 6.217864e-02 1.848045e-01 2.210104e-01 1.166729e-01
uvsm a 4.500000 5.500000 5 5 -21.000000 -20.500000 6 6 0.000000 0.000000 9.600267e+00 0.300167 0.300167 9.447721e+00 2.927020e-02 7.110787e-02 1.949885e-01 2.653326e-01 7.660994e-02
uvsm a 4.500000 5.500000 5 5 -21.500000 -21.000000 5 5 0.000000 0.000000 9.826294e+00 0.300167 0.300167 9.767883e+00 1.311112e-02 8.702848e-02 1.637512e-02 1.582646e-01 8.055496e-03
ssfr a 2.500000 3.500000 44 56 9.750000 10.250000 55 65 0.000000 0.000000 -8.529845e+00 0.280179 0.280179 -8.519446e+00 3.971759e-02 1.525012e-02 0.000000e+00 1.260844e-02 0.000000e+00
ssfr a 2.500000 3.500000 44 56 10.250000 10.750000 65 75 0.000000 0.000000 -8.598276e+00 0.280179 0.280179 -8.558104e+00 5.215074e-02 2.744098e-03 5.183659e-03 6.144826e-02 1.314380e-03
ssfr a 2.500000 3.500000 44 56 10.750000 11.250000 75 85 0.000000 0.000000 -8.760022e+00 0.280179 0.280179 -8.715907e+00 5.495605e-02 -4.388117e-05 7.407946e-03 7.223791e-02 -2.698468e-05
smf a 2.500000 3.000000 49 56 10.700000 10.850000 74 77 0.000000 0.000000 -3.423923e+00 0.070578 0.102996 -3.512362e+00 1.565684e-02 3.616899e-02 5.025584e-01 5.290100e-01 1.846720e-01
smf a 2.500000 3.000000 49 56 10.850000 11.050000 77 81 0.000000 0.000000 -3.628643e+00 0.112926 0.114549 -3.708077e+00 2.130263e-02 3.413542e-02 2.710646e-01 3.979244e-01 1.591916e-01
smf a 2.500000 3.000000 49 56 11.050000 11.200000 81 84 0.000000 0.000000 -3.850803e+00 0.149050 0.142784 -3.969068e+00 2.857220e-02 3.121010e-02 4.673574e-01 3.516390e-01 2.342643e-01
smf a 2.500000 3.000000 49 56 11.200000 11.350000 84 87 0.000000 0.000000 -4.045283e+00 0.082201 0.114382 -4.254009e+00 4.607688e-02 3.126205e-02 2.722376e+00 9.766115e-01 1.167045e+00
smf a 2.500000 3.000000 49 56 11.350000 11.500000 87 90 0.000000 0.000000 -4.538813e+00 0.117749 0.145102 -4.605455e+00 6.883701e-02 4.038306e-02 1.196265e-01 2.720266e-01 1.196265e-01
smf a 2.500000 3.000000 49 56 11.500000 11.650000 90 93 0.000000 0.000000 -4.933653e+00 0.227650 0.260274 -5.029850e+00 1.012086e-01 4.722614e-02 9.442703e-02 1.471305e-01 9.421141e-02
smf a 2.500000 3.000000 49 56 11.650000 11.850000 93 97 0.000000 0.000000 -5.516953e+00 0.411980 0.708636 -5.602488e+00 1.478617e-01 6.465693e-02 1.481682e-02 5.737048e-02 1.467290e-02
smf a 0.650000 0.800000 110 120 10.300000 10.400000 66 68 0.000000 0.000000 -2.272242e+00 0.035191 0.037273 -2.356779e+00 8.035178e-03 1.430301e-02 2.997911e+00 1.476073e+00 7.000374e-01
smf a 0.650000 0.800000 110 120 10.400000 10.500000 68 70 0.000000 0.000000 -2.281650e+00 0.047492 0.046342 -2.378325e+00 8.050163e-03 1.379984e-02 2.737504e+00 1.074064e+00 5.446526e-01
smf a 0.650000 0.800000 110 120 10.500000 10.600000 70 72 0.000000 0.000000 -2.327845e+00 0.046652 0.048782 -2.410014e+00 8.295902e-03 1.272526e-02 1.624175e+00 7.329384e-01 4.045385e-01
smf a 0.650000 0.800000 110 120 10.600000 10.700000 72 74 0.000000 0.000000 -2.388853e+00 0.041796 0.041536 -2.456558e+00 7.085434e-03 1.183413e-02 1.319100e+00 7.356234e-01 3.628704e-01
smf a 0.650000 0.800000 110 120 10.700000 10.800000 74 76 0.000000 0.000000 -2.444299e+00 0.046857 0.047709 -2.523220e+00 7.518920e-03 1.209235e-02 1.525245e+00 6.902914e-01 3.644349e-01
smf a 0.650000 0.800000 110 120 10.800000 10.900000 76 78 0.000000 0.000000 -2.544720e+00 0.048836 0.048799 -2.615734e+00 9.307812e-03 1.317487e-02 1.092858e+00 6.373733e-01 3.624960e-01
smf a 0.650000 0.800000 110 120 10.900000 11.000000 78 80 0.000000 0.000000 -2.701535e+00 0.041017 0.041265 -2.738870e+00 1.252231e-02 1.319862e-02 1.770915e-01 3.712696e-01 1.634167e-01
csfr a 0.700000 1.900000 68 116 10.000000 10.000000 60 60 0.000000 0.000000 -6.822326e-01 0.170294 0.170294 -9.632654e-01 1.061719e-02 2.774878e-02 2.349589e+00 5.260923e-01 1.872464e-01
qf_uvj a 1.500000 2.000000 66 79 11.550000 11.650000 91 93 0.000000 0.000000 6.670000e-01 0.333150 0.667075 5.900546e-01 6.166306e-02 1.891052e-02 1.510207e-02 1.098012e-02 1.510207e-02
qf_uvj a 1.500000 2.000000 66 79 11.450000 11.550000 89 91 0.000000 0.000000 6.470000e-01 0.353142 0.402124 5.751306e-01 5.086235e-02 1.741036e-02 1.868994e-02 1.445499e-02 1.865018e-02
qf_uvj a 1.500000 2.000000 66 79 11.350000 11.450000 87 89 0.000000 0.000000 6.180000e-01 0.274182 0.262191 5.565144e-01 4.471242e-02 1.531535e-02 2.411935e-02 2.121174e-02 2.411935e-02
qf_uvj a 1.500000 2.000000 66 79 11.250000 11.350000 85 87 0.000000 0.000000 4.860000e-01 0.165303 0.160312 5.345212e-01 3.921438e-02 1.411469e-02 3.053949e-02 1.404490e-01 2.272688e-02
qf_uvj a 1.500000 2.000000 66 79 11.150000 11.250000 83 85 0.000000 0.000000 5.370000e-01 0.122409 0.127393 5.095912e-01 3.325207e-02 1.421427e-02 3.513039e-03 2.929135e-02 3.513039e-03
qf_uvj a 1.500000 2.000000 66 79 11.050000 11.150000 81 83 0.000000 0.000000 4.770000e-01 0.097514 0.098509 4.820981e-01 2.766929e-02 1.385113e-02 0.000000e+00 1.775652e-02 0.000000e+00
qf_uvj a 1.500000 2.000000 66 79 10.950000 11.050000 79 81 0.000000 0.000000 3.980000e-01 0.089560 0.074673 4.523199e-01 2.272282e-02 1.164054e-02 1.647547e-01 2.689960e-01 9.097869e-02
qf_uvj a 1.500000 2.000000 66 79 10.850000 10.950000 77 79 0.000000 0.000000 4.420000e-01 0.071701 0.084593 4.205696e-01 2.040559e-02 1.074091e-02 3.386126e-04 2.362860e-02 3.386126e-04
qf_uvj a 1.500000 2.000000 66 79 10.750000 10.850000 75 77 0.000000 0.000000 3.890000e-01 0.063789 0.062801 3.872964e-01 1.844548e-02 1.336633e-02 0.000000e+00 9.886070e-04 0.000000e+00
qf_uvj a 1.500000 2.000000 66 79 10.650000 10.750000 73 75 0.000000 0.000000 3.740000e-01 0.051971 0.051971 3.530342e-01 1.747612e-02 1.540173e-02 3.453171e-04 9.883822e-02 3.453171e-04
qf_uvj a 1.500000 2.000000 66 79 10.550000 10.650000 71 73 0.000000 0.000000 3.190000e-01 0.050990 0.050990 3.183135e-01 1.600914e-02 1.877506e-02 0.000000e+00 4.518206e-03 0.000000e+00
qf_uvj a 1.500000 2.000000 66 79 10.450000 10.550000 69 71 0.000000 0.000000 3.020000e-01 0.050990 0.050990 2.836762e-01 1.408255e-02 2.102144e-02 0.000000e+00 1.439379e-01 0.000000e+00
qf_uvj a 1.500000 2.000000 66 79 10.400000 10.500000 68 70 0.000000 0.000000 2.500000e-01 0.050990 0.050990 2.665812e-01 1.313999e-02 2.339124e-02 0.000000e+00 3.767571e-02 0.000000e+00
qf_uvj a 1.500000 2.000000 66 79 10.300000 10.400000 66 68 0.000000 0.000000 2.010000e-01 0.050990 0.050990 2.332899e-01 1.230828e-02 2.624591e-02 5.809300e-02 1.746265e-01 5.809300e-02
qf_uvj a 1.500000 2.000000 66 79 10.200000 10.300000 64 66 0.000000 0.000000 1.910000e-01 0.050990 0.050990 2.018465e-01 9.995692e-03 2.850731e-02 0.000000e+00 1.800874e-02 0.000000e+00
qf_uvj a 1.500000 2.000000 66 79 10.100000 10.200000 62 64 0.000000 0.000000 1.330000e-01 0.050990 0.050990 1.729656e-01 8.699183e-03 2.955689e-02 1.533169e-01 1.627093e-01 1.533169e-01
csfr a 0.090000 0.110000 164 166 10.000000 10.000000 60 60 0.000000 0.000000 -1.700233e+00 0.130384 0.130384 -1.840159e+00 1.114635e-02 5.679906e-02 8.460239e-01 9.911516e-01 1.499557e-01
ssfr a 1.000000 1.500000 79 99 9.500000 10.000000 50 60 0.000000 0.000000 -8.876533e+00 0.280179 0.280179 -8.754971e+00 7.687368e-03 4.013320e-02 1.314010e-01 2.064452e-02 8.332988e-02
ssfr a 1.000000 1.500000 79 99 10.000000 10.500000 60 70 0.000000 0.000000 -8.936710e+00 0.280179 0.280179 -8.872035e+00 1.680351e-02 2.754585e-02 2.542568e-02 2.272324e-02 2.168770e-02
ssfr a 1.000000 1.500000 79 99 10.500000 11.000000 70 80 0.000000 0.000000 -9.219896e+00 0.280179 0.280179 -9.188144e+00 2.444089e-02 2.935481e-02 1.759219e-03 1.503944e-02 1.759219e-03
ssfr a 1.000000 1.500000 79 99 11.000000 11.500000 80 90 0.000000 0.000000 -9.234055e+00 0.280179 0.280179 -9.596560e+00 5.806003e-02 2.899278e-02 1.494391e+00 2.637061e-01 4.637037e-01
qf a 0.500000 0.650000 120 132 10.100000 10.200000 62 64 0.000000 0.000000 3.044959e-01 0.050990 0.050990 3.021758e-01 9.861472e-03 1.130124e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.500000 0.650000 120 132 10.200000 10.300000 64 66 0.000000 0.000000 3.810818e-01 0.050990 0.050990 3.361425e-01 7.857414e-03 1.166845e-02 2.392189e-01 2.762151e-01 1.269915e-01
qf a 0.500000 0.650000 120 132 10.300000 10.400000 66 68 0.000000 0.000000 3.924857e-01 0.050990 0.050990 3.744032e-01 7.796504e-03 1.223435e-02 0.000000e+00 4.093807e-02 0.000000e+00
qf a 0.500000 0.650000 120 132 10.400000 10.500000 68 70 0.000000 0.000000 4.107144e-01 0.050990 0.050990 4.163142e-01 7.264734e-03 1.321896e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.500000 0.650000 120 132 10.500000 10.600000 70 72 0.000000 0.000000 4.327988e-01 0.050990 0.050990 4.609755e-01 8.456262e-03 1.321913e-02 2.571469e-02 8.069106e-02 2.571469e-02
qf a 0.500000 0.650000 120 132 10.600000 10.700000 72 74 0.000000 0.000000 4.750651e-01 0.050990 0.050990 5.079465e-01 9.579986e-03 1.299503e-02 6.381955e-02 1.302245e-01 6.381955e-02
qf a 0.500000 0.650000 120 132 10.700000 10.800000 74 76 0.000000 0.000000 5.409106e-01 0.050990 0.050990 5.563298e-01 1.169253e-02 1.311001e-02 0.000000e+00 1.945230e-02 0.000000e+00
qf a 0.500000 0.650000 120 132 10.800000 10.900000 76 78 0.000000 0.000000 5.925024e-01 0.050990 0.050990 6.065990e-01 1.495575e-02 1.315416e-02 0.000000e+00 3.151738e-02 0.000000e+00
qf a 0.500000 0.650000 120 132 10.900000 11.000000 78 80 0.000000 0.000000 6.220490e-01 0.050990 0.050990 6.607120e-01 1.572962e-02 1.364006e-02 1.339639e-01 3.209782e-01 1.242602e-01
ssfr a 1.200000 1.800000 71 90 9.250000 9.750000 45 55 0.000000 0.000000 -8.919249e+00 0.280179 0.280179 -8.688132e+00 1.340377e-02 4.642048e-02 5.677745e-01 7.438449e-02 2.222347e-01
ssfr a 1.200000 1.800000 71 90 9.750000 10.250000 55 65 0.000000 0.000000 -8.912034e+00 0.280179 0.280179 -8.670698e+00 1.377494e-02 3.788604e-02 6.240695e-01 8.009578e-02 1.953593e-01
ssfr a 1.200000 1.800000 71 90 10.250000 10.750000 65 75 0.000000 0.000000 -9.141083e+00 0.280179 0.280179 -8.854118e+00 1.632295e-02 3.081284e-02 9.078990e-01 1.144171e-01 1.974833e-01
ssfr a 1.200000 1.800000 71 90 10.750000 11.250000 75 85 0.000000 0.000000 -9.375005e+00 0.280179 0.280179 -9.187847e+00 2.298613e-02 3.253958e-02 3.559475e-01 1.046243e-01 1.250916e-01
csfr a 0.400000 0.700000 116 139 10.000000 10.000000 60 60 0.000000 0.000000 -1.373233e+00 0.130384 0.130384 -1.384445e+00 3.237382e-02 7.574310e-03 0.000000e+00 4.774329e-03 0.000000e+00
csfr a 0.700000 1.000000 99 116 10.000000 10.000000 60 60 0.000000 0.000000 -1.065233e+00 0.130384 0.130384 -1.167805e+00 2.197925e-02 1.181186e-02 4.010681e-01 1.229518e-01 1.850977e-01
csfr a 1.000000 1.300000 86 99 10.000000 10.000000 60 60 0.000000 0.000000 -9.392326e-01 0.170294 0.170294 -1.007947e+00 1.027749e-02 2.340661e-02 8.182918e-02 9.752844e-02 3.088576e-02
csfr a 1.300000 1.800000 71 86 10.000000 10.000000 60 60 0.000000 0.000000 -1.039233e+00 0.170294 0.170294 -9.054102e-01 1.032629e-02 3.649313e-02 4.467431e-01 8.473655e-02 2.405423e-01
csfr a 1.800000 2.300000 60 71 10.000000 10.000000 60 60 0.000000 0.000000 -9.822326e-01 0.190263 0.190263 -9.192769e-01 2.343092e-02 3.531250e-02 5.097224e-02 7.077328e-02 4.935846e-02
smf a 1.500000 2.000000 66 79 10.100000 10.300000 62 66 0.000000 0.000000 -2.717423e+00 0.032074 0.042324 -2.700716e+00 6.825884e-03 2.608988e-02 0.000000e+00 2.175243e-02 0.000000e+00
smf a 1.500000 2.000000 66 79 10.300000 10.500000 66 70 0.000000 0.000000 -2.773933e+00 0.043973 0.056382 -2.767994e+00 8.441791e-03 2.575634e-02 0.000000e+00 4.288609e-03 0.000000e+00
smf a 1.500000 2.000000 66 79 10.500000 10.750000 70 75 0.000000 0.000000 -2.908723e+00 0.052786 0.044872 -2.862595e+00 1.195522e-02 2.348892e-02 2.663603e-01 2.784710e-01 2.634267e-01
smf a 1.500000 2.000000 66 79 10.750000 10.950000 75 79 0.000000 0.000000 -3.056483e+00 0.093959 0.093161 -3.025419e+00 2.138907e-02 2.604614e-02 1.396869e-02 1.059925e-01 1.396869e-02
smf a 1.500000 2.000000 66 79 10.950000 11.150000 79 83 0.000000 0.000000 -3.314753e+00 0.135567 0.130740 -3.275987e+00 2.457477e-02 2.612448e-02 1.977390e-02 8.500050e-02 1.977390e-02
smf a 1.500000 2.000000 66 79 11.150000 11.350000 83 87 0.000000 0.000000 -3.765243e+00 0.155962 0.150772 -3.663538e+00 2.978422e-02 2.323939e-02 2.789189e-01 2.370502e-01 1.353736e-01
smf a 1.500000 2.000000 66 79 11.350000 11.550000 87 91 0.000000 0.000000 -4.374853e+00 0.227959 0.242948 -4.219582e+00 6.736429e-02 3.506425e-02 3.431827e-01 4.414188e-01 1.566642e-01
smf a 1.500000 2.000000 66 79 11.550000 11.800000 91 96 0.000000 0.000000 -5.481793e+00 0.496837 0.746903 -5.042438e+00 1.225271e-01 5.491756e-02 6.697586e-01 5.197879e-01 1.850480e-01
ssfr a 0.500000 1.000000 99 132 9.500000 10.000000 50 60 0.000000 0.000000 -9.134940e+00 0.280179 0.280179 -9.082325e+00 2.179749e-02 2.429043e-02 1.355129e-02 2.416568e-02 1.266838e-02
ssfr a 0.500000 1.000000 99 132 10.000000 10.500000 60 70 0.000000 0.000000 -9.506622e+00 0.280179 0.280179 -9.285642e+00 2.859756e-02 1.615915e-02 5.145572e-01 1.568517e-01 7.941650e-02
ssfr a 0.500000 1.000000 99 132 10.500000 11.000000 70 80 0.000000 0.000000 -9.701312e+00 0.280179 0.280179 -9.658724e+00 4.490671e-02 1.457028e-02 6.499596e-03 5.153273e-02 5.577130e-03
ssfr a 0.600000 0.800000 110 123 10.200000 10.500000 64 70 0.000000 0.000000 -9.594125e+00 0.280179 0.280179 -9.448307e+00 3.784226e-02 1.443162e-02 2.016597e-01 1.395484e-01 4.360835e-02
ssfr a 0.600000 0.800000 110 123 10.500000 10.800000 70 76 0.000000 0.000000 -9.732373e+00 0.280179 0.280179 -9.695437e+00 5.165883e-02 1.421857e-02 3.653625e-03 5.628491e-02 3.484684e-03
ssfr a 0.600000 0.800000 110 123 10.800000 11.100000 76 82 0.000000 0.000000 -9.956212e+00 0.280179 0.280179 -9.987800e+00 7.855402e-02 2.181616e-02 1.710522e-03 3.414411e-02 1.710522e-03
ssfr a 0.600000 0.800000 110 123 11.100000 12.000000 82 100 0.000000 0.000000 -1.004164e+01 0.280179 0.280179 -1.038796e+01 1.495887e-01 5.989085e-02 1.356474e+00 5.436152e-01 9.585997e-01
csfr_(uv) a 3.500000 4.500000 36 44 10.000000 10.000000 60 60 0.000000 0.000000 -1.192233e+00 0.270185 0.270185 -1.559478e+00 1.092207e-02 4.112498e-02 1.651774e+00 4.144137e-01 1.022738e-01
csfr_(uv) a 4.500000 5.500000 30 36 10.000000 10.000000 60 60 0.000000 0.000000 -1.362233e+00 0.270185 0.270185 -1.827341e+00 1.842061e-02 5.353054e-02 2.713991e+00 6.920450e-01 2.199865e-01
csfr_(uv) a 5.500000 6.500000 26 30 10.000000 10.000000 60 60 0.000000 0.000000 -1.842233e+00 0.270185 0.270185 -2.048700e+00 5.118449e-02 5.890881e-02 4.763031e-01 3.484850e-01 2.255978e-01
csfr_(uv) a 6.500000 7.500000 21 26 10.000000 10.000000 60 60 0.000000 0.000000 -2.012233e+00 0.270185 0.270185 -2.276449e+00 8.287375e-02 6.868929e-02 8.170076e-01 5.242232e-01 4.604132e-01
csfr_(uv) a 7.500000 8.500000 18 21 10.000000 10.000000 60 60 0.000000 0.000000 -2.362233e+00 0.270185 0.270185 -2.506226e+00 1.274475e-01 8.416958e-02 2.106093e-01 3.829800e-01 2.027930e-01
ssfr a 1.600000 2.000000 66 76 10.500000 10.800000 70 76 0.000000 0.000000 -8.808486e+00 0.280179 0.280179 -8.784531e+00 1.836318e-02 3.426703e-02 1.992747e-04 6.598696e-03 1.992747e-04
ssfr a 1.600000 2.000000 66 76 10.800000 11.100000 76 82 0.000000 0.000000 -8.963351e+00 0.280179 0.280179 -8.981372e+00 2.242775e-02 3.420542e-02 0.000000e+00 1.322942e-02 0.000000e+00
ssfr a 1.600000 2.000000 66 76 11.100000 12.000000 82 100 0.000000 0.000000 -8.990485e+00 0.280179 0.280179 -9.207251e+00 3.204124e-02 4.370551e-02 4.932072e-01 2.434352e-01 1.475490e-01
csfr a 2.214000 2.246000 61 61 10.000000 10.000000 60 60 0.000000 0.000000 -9.302326e-01 0.190263 0.190263 -9.575660e-01 2.966251e-02 3.285448e-02 1.485605e-03 4.312950e-02 1.485605e-03
smf a 0.500000 0.650000 120 132 9.900000 10.000000 58 60 0.000000 0.000000 -2.301280e+00 0.066612 0.059264 -2.261650e+00 1.040113e-02 1.233516e-02 9.445897e-02 1.224775e-01 8.111582e-02
smf a 0.500000 0.650000 120 132 10.000000 10.100000 60 62 0.000000 0.000000 -2.297139e+00 0.047412 0.046089 -2.278884e+00 9.178004e-03 1.042506e-02 0.000000e+00 2.517260e-02 0.000000e+00
smf a 0.500000 0.650000 120 132 10.100000 10.200000 62 64 0.000000 0.000000 -2.312619e+00 0.038969 0.033542 -2.293535e+00 1.044443e-02 9.406996e-03 0.000000e+00 6.716938e-02 0.000000e+00
smf a 0.500000 0.650000 120 132 10.200000 10.300000 64 66 0.000000 0.000000 -2.335138e+00 0.036580 0.036901 -2.308389e+00 1.107777e-02 9.506135e-03 3.379968e-02 2.026394e-01 3.379968e-02
smf a 0.500000 0.650000 120 132 10.300000 10.400000 66 68 0.000000 0.000000 -2.326288e+00 0.035373 0.034778 -2.326568e+00 9.619407e-03 9.322443e-03 0.000000e+00 0.000000e+00 0.000000e+00
smf a 0.500000 0.650000 120 132 10.400000 10.500000 68 70 0.000000 0.000000 -2.354101e+00 0.029044 0.029317 -2.350714e+00 9.700860e-03 9.432195e-03 0.000000e+00 0.000000e+00 0.000000e+00
smf a 0.500000 0.650000 120 132 10.500000 10.600000 70 72 0.000000 0.000000 -2.400509e+00 0.032252 0.030141 -2.384631e+00 9.613015e-03 8.171933e-03 0.000000e+00 3.068736e-02 0.000000e+00
smf a 0.500000 0.650000 120 132 10.600000 10.700000 72 74 0.000000 0.000000 -2.446352e+00 0.033473 0.031400 -2.433111e+00 8.951645e-03 8.121974e-03 0.000000e+00 5.481370e-03 0.000000e+00
smf a 0.500000 0.650000 120 132 10.700000 10.800000 74 76 0.000000 0.000000 -2.523806e+00 0.033394 0.031130 -2.501111e+00 9.435027e-03 8.873000e-03 6.952118e-03 1.310820e-01 6.952118e-03
smf a 0.500000 0.650000 120 132 10.800000 10.900000 76 78 0.000000 0.000000 -2.624447e+00 0.028697 0.028796 -2.593949e+00 1.157978e-02 9.441811e-03 1.335120e-01 4.578545e-01 1.321640e-01
smf a 0.500000 0.650000 120 132 10.900000 11.000000 78 80 0.000000 0.000000 -2.763214e+00 0.033515 0.035482 -2.716034e+00 1.519153e-02 1.001627e-02 6.506734e-01 9.476980e-01 3.955431e-01
ssfr a 0.500000 0.750000 113 132 8.500000 8.750000 30 35 0.000000 0.000000 -8.985000e+00 0.280179 0.280179 -9.199777e+00 1.323916e-02 2.791851e-02 4.832874e-01 1.484740e-01 6.346612e-02
ssfr a 0.500000 0.750000 113 132 8.750000 9.000000 35 40 0.000000 0.000000 -9.035000e+00 0.280179 0.280179 -9.181385e+00 1.373719e-02 2.561157e-02 2.034799e-01 9.082534e-02 4.182979e-02
ssfr a 0.500000 0.750000 113 132 9.000000 9.250000 40 45 0.000000 0.000000 -9.045000e+00 0.280179 0.280179 -9.164754e+00 1.067217e-02 2.783107e-02 1.267615e-01 8.059957e-02 2.567234e-02
